sentiment,text
neutral,"The Filter Tips cover the volume range from 0.1-1200 -ðl including new sizes for 10 , 20 , 100-120 , 200 , 300 , 1000 and 1200 -ðl volume capacities ."
neutral,"The gross area of eight houses will be 12,167 m2 ."
neutral,Aniruddh Kumar assumes charge as BEML Board member
neutral,The Efore plant at Saarijarvi in central Finland is one of the largest employers in the region .
neutral,Solidium now holds 5.0 per cent of the shares Solidium Oy has acquired 5.0 per cent of the shares in Tieto Corporation for approximately EUR 58 million .
neutral,Hong Kong stocks flat by lunch
neutral,aurionPro solutions Q4 net profit at Rs 11.24 crore
neutral,"The second variant offers complete final finishing of any selected apartment with foreign high quality materials ( Finland , Denmark , Germany , France ) ."
neutral,EID Parry declares interim dividend of Rs 4 per share
neutral,Has RIL turned the corner? Some analysts think so
neutral,"This order , when delivered , will bring the total output of electricity in Italy generated by Wartsila equipment to more than 1,300 MW ."
neutral,"The total donation amount is EUR 1,115,000 ."
neutral,Partha Chatterjee becomes Haldia Petrochemicals Chairman
neutral,BS Transcomm IPO looks costlier than peers:Nirmal Bang
neutral,"Low oil price, strong rupee to reduce fiscal deficit: Deutsche Bank"
neutral,"SRV will also build an aqua park with wellness area , a restaurant and a multifunctional ice arena ."
neutral,Spicejet seeks shareholders' nod to hike promoters holding
neutral,Oil ends steady in thin trade
neutral,"The five-storey , eco-efficient building will have a gross floor area of about 15,000 sq m. It will also include apartments ."
neutral,"Our solutions are industry-independent supporting multilingual and currency needs , modular and applicable to companies of all sizes , '' CEO Ilkka Sihvo said ."
neutral,Gontermann-Peipers (India) posts Rs 5.65 crore net loss in Q1
neutral,The bank 's leasing arm Nordea Liising ended the year with a profit of 4.4 million euros .
neutral,Pre-market: Nifty seen opening flat; Infosys Q1 results eyed
neutral,Shree Renuka Sugars to soon approach SEBI on Rs 725-crore rights issue
neutral,Officials did not disclose the contract value .
neutral,Fortis Q2 net loss at Rs 58 crore; CEO resignation accepted
neutral,Rashtriya Ispat Nigam Limited to go ahead with IPO plan despite damage by Hudhud: CMD P Madhusudan
neutral,Too early to buy banking stocks: Deepak Mohoni
neutral,See Nifty heading towards 5180-5150 levels: Ashwani Gujral
neutral,Ahlstrom 's share is quoted on the NASDAQ OMX Helsinki .
neutral,"UPM is talking to Myllykoski+ s creditor banks -- Nordea ( STO : NDA ) , Nordic Investment Bank and Danske Bank+ s ( CPH : DANSKE ) Sampo Bank -- over a deal , the paper said ."
neutral,Tata Global Beverages names Ajoy Misra as new MD & CEO
neutral,Two IIFL subsidiaries get investment adviser licence
neutral,Akhil Puri joins KKR Capstone in Asia as India Director
neutral,"TeliaSonera s subsidiary , the mobile operator EMT in Estonia , has created a world s first mobile identification service which makes it possible to vote via a mobile phone ."
neutral,Steel prices remain quiet in thin trade
neutral,Business cycle in recovery mode: Nomura
neutral,"Russian officials inspected the damage and gave the vessel permission to continue to Tallinn at around 4.30 a.m. The Norwegian-registered M-T Sten Nordic was carrying 11,000 tons of gas oil and was manned by a Filipino crew ."
neutral,"According to Pietinalho , doctors should motivate their patients who smoke every time they visit their doctors ."
neutral,Sebi slaps Rs 42.50cr fine on 21 entities for fraudulent trade
neutral,"Consisting of seven interconnected units , Mega Image 's logistics center will be 347 metres in length and 12 metres in height ."
neutral,Kauko-Telko 's centralized administration will be dissolved and appropriate parts of it will be transferred to operating activities and Group administration by the end of the year .
neutral,HK Ruokatalo 's target is to know the consumers .
neutral,"Kemira 's R&D organization comprises approximately 750 people , the company said ."
neutral,"According to Seikku , the retail sector in Finland is controlled by 3-4 large actors , while food manufacturers are still relatively small ."
neutral,"Paper company M-real calculated that if 100,000 biscuit cartons are made using a 25gsm lighter board , the CO2 saved over the course of 12 months would be equal to that generated by driving 1,000 km by car ."
neutral,The company 's share is listed in the Mid Cap segment of the NASDAQ OMX Helsinki .
neutral,"The building owner and developer , Sun Hung Kai Properties Group , is one of the largest property companies in Hong Kong , developing all types of premium residential and commercial projects for sale and investment ."
neutral,"Didi Chuxing, a Chinese ride-hailing firm backed by Uber, Apple, SoftBank, and others, is considering cutting up to 20% of headcount in some departments, primarily support services like marketing and HR. No final decision has been made. The move comes as part of an organizational overhaul aimed"
neutral,Rajeev Vasudeva appointed CEO of Egon Zehnder
neutral,The estimated value of the deal is USD 9.2 million .
neutral,"These companies own a 20,000 sq. m. office and commercial building and substantial amount of building right for a new shopping center in Liljeholmen , Stockholm ."
neutral,Net loss in the same period in 2009 was euro18 .6 million .
neutral,"After completion of the acquisition , Poyry 's oil and gas expertise will cover multi-discipline engineering and consulting services across the complete oil and gas asset lifecycle , including deepwater engineering services ."
neutral,"Info Edge promoter Sanjeev Bikhchandani transfers 13,000 personal shares to employees"
neutral,"Our solutions are fully Arabized , and our message is that we want to become the IT partner of choice for businesses in the Near-East region ."
neutral,Calls to the switchboard and directory services have decreased significantly since our employees now have up-to-date contact information from all their colleagues and customers on their phone and can place the call directly .
neutral,Day trading guide by IIFL
neutral,India produces 14.3 million tonne sugar till mid-February
neutral,"Tyrv+Æinen is of the opinion that the airline has been repeating this for some time already , however ."
neutral,"Reforms over last weekend allayed street concerns: Dhiraj Sachdev, HSBC AM India"
neutral,"Honkarakenne 's customer in this project is one of the biggest real estate companies in Kazakhstan , according to the company ."
neutral,"In Finland , the launch of tie-in sales of 3G mobile phones did not cause a dramatic rush in mobile retail outlets during the first few days ."
neutral,Subhash Projects to raise Rs 300 cr via SPV stake sale
neutral,The company will build altogether 130 new substations by the end of this year .
neutral,"Tough week ahead for the markets: Dipan Mehta, Member, BSE and NSE"
neutral,"Immediate target for Nifty at 7,935-7,940: Mitesh Thacker"
neutral,"Also , CBA is to issue a benchmark , 10 year fixed rate deal in Euros ."
neutral,Country : ; Germany Sector : Construction-Real Estate ; Machinery-Engineering Target : Caverion GmbH Buyer : YIT Oyj Deal size in USD : 90.3 m Type : Corporate acquisition Status : Agreed
neutral,Current surge in fuel prices not enough to reassure investment in oil and gas space: Hemindra Hazari
neutral,LSC 's 30 employees will move to Ixonos with their existing status and benefits .
neutral,Negative biasness to persist; global cues to set market tone in near term: Quantum Securities
neutral,"July 10, 2014: Mecklai Financial report on Rupee"
neutral,Pulses market remains steady in tight movements
neutral,"These are good times to buy: Vijai Mantri, Pramerica Mutual Fund"
neutral,Further clarity on subsidy sharing mechanism to rerate OMC stocks: Deven Choksey
neutral,Americans are biggest foreign owners of Greek stocks
neutral,Revival in sight for Engineers India after poor quarterly numbers
neutral,It is hand-painted resin with real 14-0 trebles and is 75cm long by 25cm deep from top to bottom of the middle hook .
neutral,"The important thing now is to keep the bank 's existing 15,000 customers ."
neutral," AAC Technologies Holdings, an Apple supplier based in Hong Kong, reported a significant decrease in expected net profit for Q1 2019 due to reduced orders from customers. The company forecasted a profit decline of 65-75% compared to the same period last year and narrowing gross profit margins. AAC"
neutral,The organization that is a member of the Russian auto sector union MPRA has become active since Tikkurila acquired Russian paint company Kraski Teks in 2006 .
neutral,"EY National Director Sunil Chandiramani quits, will start own consultancy"
neutral,We make available the following brand-new market analyses : Cement - UK Cement - Poland Cement - Belgium These analyses give a clear overview of the actual situation and future outlook of the cement industry in some European countries .
neutral,"Sensex rangebound; L&T, ICICI Bank, ONGC top losers"
neutral,Group net sales in the third quarter of 2007 totaled EUR 142.3 mn and operating profit EUR 4.3 mn .
neutral,L&T Finance case: Factorial says will cooperate with Sebi
neutral,Yes Bank wrangle may be solved out of court
neutral,"Investors pick stocks of auto companies focused on India, skip exporters"
neutral,"Back then , Tikkurila 's former owner , Finnish chemicals company Kemira Oyj HEL : KRA1V , distributed an 86 % stake to Kemira shareholders to facilitate the divestment and listing of Tikkurila ."
neutral,Euro steadies after slumping on dovish Draghi comments
neutral,"A replay will be available until 27 October 2006 in the following numbers : US callers : +1 617-£801-£6888 , non-US callers : +44 20 7365 8427 , access code : 2659 5401 ."
neutral,The orders are part of a long-term development plan of Latvijas Finieris .
neutral,"Its annual capacity is some 10,000 MW ."
neutral,You will hear the latest insights and updates on Citycon 's strategy as well as the latest news from all the business units .
neutral,No financial details were revealed .
neutral,What brokers are expecting from Infosy Q2 results
neutral,Bonds little changed; treasury bills auction in focus
neutral,Aldata said that there are still a number of operational aspects to be defined between it and Microsoft and further details of the product and market initiatives resulting from this agreement will be available at a later date .
neutral,Margin call of Zanadvorov has given the chance to make such purchase under the credit of Deutsche Bank for USD 560 million .
neutral,"- Inge Larsen (CFO), 29,045 shares , representing 0.50 % of the share capital ."
neutral,"While the company did not indicate the level of investment in the unit , it said that has purchased the equipment of Nokia Corporation 's mobile phone R&D laboratory in Jyvaeskylae ."
neutral,Jagadish Bhat takes over as head of management at MAN Trucks
neutral,"ALEXANDRIA , Va. , March 20 -- Patrik Flykt and Timo Alakoski , both of Helsinki , Finland , and Tapio Suihko and Nadarajah Asokan , both of Espoo , Finland , have developed a method of mobility support of Internet-type protocol traffic in a communication system ."
neutral,"BSE currency derivatives turnover tops Rs 4,000 crore"
neutral,"Maximum amount of terminations in Finland is 40 employees , the company added ."
neutral,"The value of the order is EUR 700,000 ."
neutral,"If the employee leaves the company within the duration of the cover , the money invested to ensure commitment is returned to the company ."
neutral,"It does not make sense to go in for buying in the current environment: Hemang Jani, Sharekhan"
neutral,ASSA ABLOY Kaupthing Bank gave a ` neutral ' recommendation and a share price target of 174 crowns $ 24.7 - 19 euro on Swedish lock maker Assa Abloy AB .
neutral,"The company 's board of directors will propose a dividend of EUR 0.95 per share for 2008 at the annual general meeting , scheduled to be held on March 23 , 2009 ."
neutral,"The mall will be financed on a parity basis by Pearl Plaza LLC , the joint venture company established by the Chinese investor Shanghai Industrial Investment Holdings Co Ltd , and SRV Group ."
neutral,"Markets assuming lots of policy actions will happen; but it is unlikely: Mayuresh Joshi, Angel Broking"
neutral,-- Christine Idzelis EQT Partners sheds Salcomp Swedish financial investor EQT Partners is selling a majority of its stake in mobile phone charger manufacturer Salcomp Oyj to Nordic investment company Nordstjernan AB .
neutral,Finnish publishing and printing group Ilkka-Yhtym+Æ will introduced a staff smoking ban as of the beginning of 2007 at the company 's three newspapers .
neutral,"Government bond market doesnt need fixing, says Raghuram Rajan, governor, RBI"
neutral,Sebi partially lifts curbs on Shantivijay Jewels
neutral,"M-real Corporation Stock Exchange Release 27 August 2009 at 3.15 pm M-real has received the EUR 190 million cash payment from Sappi M-real Corporation , a part of Mets+Æliitto Group , divested its Graphic Papers business to Sappi Limited at the end of 2008 for EUR 750 million ."
neutral,"Thus the group 's balance sheet will have about EUR25 .8 m in goodwill for 2010 , the company added ."
neutral,"Additionally , retailers can use the same hardware across all tasks in stores and throughout the warehouse , providing substantial savings on support and infrastructure costs ."
neutral,Mahalingam Balaji appointed IDC India Research Director
neutral,"Sensex, Nifty closed on account of Good Friday"
neutral,"Lavazza, the Italian coffee brand, ropes in Law & Kenneth as its communications partner in India"
neutral,Active shipping is essential for Finland .
neutral,Sebi probe: Maharishi Vedic firm says not into public deposits
neutral,"SBI, Bank of Baroda allot shares to government for capital infusion"
neutral,"China, Hong Kong stocks calm as focus returns to economy"
neutral,European shares pause for breath ahead of data
neutral,The fine print is here .
neutral,"DVC aims to raise 1,600 cr from bonds for funding expansion"
neutral,NSEL borrowers channelled funds to Dubai: Police
neutral,"Incap Contract Manufacturing Services Pvt Ltd , a subsidiary of Incap Corporation of Finland , is acquiring the manufacturing unit of the TVS Electronic Ltd at Tumkur , near Bangalore , for Rs40 crore ."
neutral," Geely, China's most successful carmaker, forecasts flat sales for 2019 due to economic slowdown and cautious consumers. In 2018, it posted a 20% sales growth, but missed its target of 1.58 million cars by around 5%. Sales dropped 44"
neutral,The revenues of the business reached NOK 12 million for 2008 .
neutral,"Subscribers of China Unicom , the nation 's second largest mobile phone operator after China Mobile , are expected to release pictures , videos and blog on the Internet via mobile phones as of March 2008 ."
neutral,WNS appoints Ronald Gillette as Chief Operating Officer
neutral,Alcatel-Lucent confirms plans for IPO of submarine network unit
neutral,"After the sale , Outokumpu 's share of the technology unit will be reduced to some 12-20 percent ."
neutral,Can the party in US stocks keep going in 2015?
neutral,Pawan Munjal elevated as new Vice Chairman in Hero Motocorp
neutral,"Under the agreement , Pfizer has been funding Biotie 's research activities on the PDE10 phosphodiesterase 10 inhibitor program since its start in late 2006 and has the sole authority to develop discovered compounds ."
neutral,"Going ahead, Nifty likely to trade flat: Sandeep Wagle, Power My Wealth"
neutral,"Sensex tests 25,000; Nifty trading around 7,450 levels"
neutral,"Railways trying to match airlines; to offer personalised alerts, wake-up calls"
neutral,Increase in the number of shares is based on the option rights which were granted to the management of the company under the stock option plan 2006 .
neutral,"JSPL may be spared complete de-allocation of coal blocks: Deven Choksey, KR Choksey Securities"
neutral,Sensex consolidates in narrow range; top 20 intraday trading ideas
neutral,Sterling steadies after Scottish referendum debate wobble
neutral,Sistema on way to market
neutral,Subject-matter of the invention furthermore is the use of the cyclone for separating partly molten particles . ''
neutral,Marico Kaya to be listed on bourses
neutral,This organization will assume the responsibility for operations in Russia .
neutral,"no compensation for its news , opinions or distributions ."
neutral,Cameco typically prices sales contracts using a 40:60 ratio of fixed prices and spot prices .
neutral,"Nifty likely to retest 8,340 level: Mitesh Thacker"
neutral,MFs get Sebi warning for violating investor norms
neutral,` The investment in Matka-Vekka has been reasonable for investors in CapMan funds . '
neutral,The ECB can mainly target inflation .
neutral,Wipro appoints senior VP Jeff Heenan-Jalil to board of Opera Solutions
neutral,"One price category is for calls on the preferred operator 's network , and another for calls on other operators ' networks ."
neutral,"When dialing in , the participants should quote 877417 as conference ID ."
neutral,Polycab Wires appoints Ramakrishnan as group CEO
neutral,"Marked improvement across segments; agri space just one of them: Pankaj Pandey, ICICIdirect.com"
neutral,The event can be followed on-line via Orion 's Finnish homepage at www.orion.fi as well as via the Kauppalehti Live web service at www.kauppalehti.fi/live .
neutral,Shanghai Gold Exchange to launch international board on September 29
neutral,"The company also appointed Leif Rosen head of the Special Plate unit which includes the quarto plate units in Degerfors , Sweden , and New Castle , USA , the unit in Willich , Germany , as well as Pressplate and Prefab in Avesta and Plate Service Centre Nordic in Degerfors ."
neutral,"ASPOCOMP GROUP OYJ STOCK EXCHANGE RELEASE December 15 , 2006 at 4:50 PM According to the disclosure received today by Aspocomp Group Oyj , the share of Henrik Nyberg in Aspocomp Group Oyj 's share capital and votes has decreased below 5 percent ."
neutral,Changes to the as-built models from the design were communicated to the subcontractors to accommodate them into the steel and GRC glass reinforced concrete fabrication process .
neutral,The lay-offs will start gradually and will last from one to six weeks .
neutral,Time Technoplast is fairly valued at 71: Sudhir Nair
neutral,"Secure your files online Like filling out a tax return , making a backup is boring ."
neutral,"Brokers' call on  Exide Industries, Bharti Airtel, Reliance Infrastructure"
neutral,"Its customers include local companies Slo Oy , Kiilto Oy , Toptronics Oy , Normark Suomi Oy , Pellonpaja Oy and Mansner Oy ."
neutral,"The total investment in the Vantaa plant extension will amount to around 10 million euro , and Okmetic 's share of the investments will be worth around 2.7 million ."
neutral,Recommend wait and watch for Reliance Communications: Deven Choksey
neutral,The restructuring measures will not affect the production of packaging printing material .
neutral,NHPC: Timely completion of projects crucial for company
neutral,com and possibly also through photo-msn .
neutral,China yuan pinned steady by central bank guidance
neutral,This wood lacquered clock comes with a stripy hand-crocheted cover .
neutral,Pre-market: Nifty seen opening lower; inflation data eyed
neutral,"The new apartment block is going up very close to the city center , explained Chairman of the Board of AS YIT Ehitus Priit Sauk ."
neutral,"The first phase of the logistics complex envisages the completion of some 70,000 sq m of logistics premises and the gatehouse building in November 2008 ."
neutral,Bollywood calling: IRFC bonds catch fancy of film stars like Aamir Khan and Akshay Kumar
neutral,Ponzi schemes: Sebi seeks quarterly meetings of state panels
neutral,Finland-based international machinery rental company Ramirent Plc ( OMX Helsinki : RMR1V ) reported on Friday ( 15 August ) an operating profit of EUR65 .0 m on net sales of EUR342 .9 m for the period January-June 2008 .
neutral,Top ten midcap stocks which more than doubled investors wealth in 2014
neutral,Kalyanasundaram resigns as Independent Director of Tata Communications
neutral,Pre-market: Nifty seen opening flat; RIL eyed ahead of AGM
neutral,Solidium picked up Tikkurila shares as a dividend at a book value of EUR15 .80 per share .
neutral,Looking into the future of Sensex
neutral,"BPCL, IOC, HPCL pare intraday gains after morning rally"
neutral,"Headline of release dated March 26 , 2008 should read : Acacia Subsidiary Enters into Settlement Agreement for Rule Based Monitoring Technology with F-Secure ( sted Acacia Technologies Licenses Rule Based Monitoring Technology to F-Secure ) ."
neutral,Fiskars will be undertaking community projects throughout the UK and they are also on the lookout for local volunteers who are interested in helping out with the selected restoration projects .
neutral,Vedanta group: Anil Agarwal to be Chairman Emeritus of Sesa Sterlite
neutral,Wall Street week ahead: Nasdaq 100 index may see record on Apple earnings
neutral,Basware finances the acquisition with a bank loan .
neutral,The electricity requirement of networks will grow with the new mobile generation .
neutral,"The reasons behind the estimate include the rise in 2008 rent levels and several fully-leased office and retail properties , which were completed and added to the company 's investment property portfolio ."
neutral,Sebi to revisit policy on proprietary trading by brokers
neutral,"With five different game modes , co-op tournaments , 4 player split-screen and multiplayer modes , players can have as much fun as they would if they were actually fishing ."
neutral,Farmer bodies likely to lock horns with sugar mill owners in Maharashtra
neutral,Vaisala 's board of directors will propose a dividend of 0.85 euro $ 1.24 per share at the company 's annual general meeting .
neutral,"The company can be split into two parts over the coming months , with Essent owning and operating production and supply , and Enexis owning and operating the grid ."
neutral,The company did not distribute a dividend in 2005 .
neutral,Sanoma Corporation wants a new and better frequency for the Helsinki metropolitan area .
neutral,What brokerages are expecting from Infosys Q4 results
neutral,N K Verma is new ONGC Videsh Ltd Managing Director
neutral,Range-bound markets help consolidate: HDFC Standard Life
neutral,"Glaston 's well-known brands are Bavelloni , in pre-processing machines and tools , Tamglass and Uniglass , in safety glass machines and Albat + Wirsam in software solutions ."
neutral,"Finnish Kemira Group 's CEO , Lasse Kurkilahti , says the Group 's structural reorganisation will continue for at least a year ."
neutral,Strict import curbs drop gold demand by 13.5% in 2014: World Gold Council
neutral,"Swiss bank Credit Suisse International will act as an investor in the locomotive manufacturing plant , the Astana administration said ."
neutral,Options signal limited upside for Nifty at around 7500 levels
neutral,"However , the brokers ' ratings on the stock differ ."
neutral,The combined value of the orders is almost EUR 3mn .
neutral,"Simplex Infrastructure: Healthy order book, smart execution to help beat slump blues"
neutral,Being successful requires providing a level of quality that satisfies our customers and partners .
neutral,"Jukka Hienonen , the current Finnair CEO , will step down at the end of January 2010 ."
neutral,This lays a foundation for sustainable business development for the long term .
neutral,FTSE readies new global index series to include China A-shares
neutral,"YIT CORPORATION SEPT. 24 , 2007 at 13:30 CORPORATE RELEASE STOCK EXCHANGE RELEASE YIT 'S CAPITAL MARKETS DAY IN LONDON , SEPT. 26 , 2007 On Wednesday , September 26 , 2007 , YIT will hold a Capital Markets Day for investors and analysts in London ."
neutral,Prism Cement Q1 net profit at Rs 13.24 crore
neutral,BSE brokers wary discount broking model among investors; lobbying with SEBI to fix a minimum brokerage
neutral,ArthVeda Capital to launch Smart Alpha indices
neutral,The forecast for 2012 is 3.3 % .
neutral,"The floor area of the Yliopistonrinne project will be 7,900 sq m 85,030 sq ft and the building 's gross area will total 12,800 sq m. A total 25.1 % of the facilities have been let ."
neutral,"According to CapMan Plc 's Corporate Governance , the majority of the committees ' members shall be independent of the Company ."
neutral,"ALEXANDRIA , Va. , Oct. 6 -- United States Patent no. 7,804,288 , issued on Sept. 28 , was assigned to Vacon Oyj ( Vaasa , Finland ) ."
neutral,Raffles Equities Ltd became a substantial holder in Archer Exploration Ltd on January 12 with 11.7 million shares ( 18.2 pc ) .
neutral,Worldpay Group Ltd valued at $7.4 billion in London listing
neutral,Steel prices end steady in thin trade
neutral,Sahara submits ownership papers of lands to Sebi
neutral,"The business units of the InvestLesProm Group cover the full forest industry chain , and the Group owns forests , sawmills , paper and pulp mills , and other processing plants ."
neutral,Teleste was set up in 1954 and is divided into Broadband Cable Networks and Video Networks business areas .
neutral,Varun Shipping posts net profit of Rs 11.81 cr for Dec qtr
neutral,Getting coal blocks back key for JSPL stock; a bit higher prices should not matter much: Chintan Mehta
neutral,Nifty likely to trade in 7500-7700 range
neutral,"The total number of voting rights is 74,612,523 ."
neutral,"EGoM to decide Engineers India FPO date, price band tomorrow"
neutral,IiAS names Hetal Dalal as COO
neutral,"GM Infrastructure reshuffles its top deck, Kiran Grandhi to replace Rao as MD"
neutral,How to hedge yourself against ripples from Asias biggest economy China
neutral,"In August , Latvijas Finieris ordered all production lines for a new green veneer mill to be built in Ukmerge , Lithuania ."
neutral,K K Agarwal takes over as NTPC Regional ED
neutral,"Thus the group 's balance sheet will have about EUR 25.8 million of goodwill , the company added ."
neutral,"5300 levels is just round the corner on Nifty: Devang Visaria, Chief Strategist, Devangvisaria.com"
neutral,The company specialises in temporary electrification and heating at construction sites .
neutral,"Maharashtra set to brand its rice & tur, floats a tender to appoint a consultant for the exercise"
neutral,"Credit Suisse, Deutsche bank surprise with Yankee bonds"
neutral,"MCX, Banasthali Vidyapith sign MoU to support financial literacy among women"
neutral,Finnlines will announce in week 17 of 2006 what measures it will take to tackle the situation .
neutral,"Local government commissioner of +_m+_l , Kurt Svensson , says he will contact the management of Finnish company Componenta to find out if there are any alternatives to the company 's decision to close down its plant in +_m+_l ."
neutral,IEA says oil supply boost may defer market tightening
neutral,"Jun. 14 , 2009 ( AOL Weblogs delivered by Newstex ) -- Looks like the E71 is about to be upstaged as Nokia 's ( NYSE : NOK ) premier business-class smartphone -- someone in Espoo 's just hit the corporate YouTube account with this promo video for an E72 ."
neutral,Earnings per share EPS in the first quarter amounted to a loss of EUR0 .20 .
neutral,Finnish logistics and information solutions provider Done Solutions Corporation ( OMX Helsinki : DSO1V ) reported on Wednesday ( 29 October ) an operating profit of EUR3 .6 m on net sales of EUR35 .1 m for the period January-September 2008 .
neutral,"Under the contract , Ericsson will more than double the number of radio base stations in the Elisa network over the coming year ."
neutral,"Shareholders of Cover-All Technologies consider a possible merger with Majesco, US subsidiary of Mastek"
neutral,"PBOC does 40 billion yuan reverse repos, drains 140 billion yuan for week"
neutral,"Rapala VMC Corporation Rapala , a leading fishing tackle and sporting goods manufacturer and distributor , is the main owner of Peltonen with its 80 % shareholding ."
neutral,"In the method the smelt spouts 2 are separated from the working area 6 by a shielding wall 8 , 10 arranged movable in relation to the smelt spouts ."
neutral,The presentation material can be viewed on the company 's website in English after the conference .
neutral,Chinese yuan nearly flat after APEC summit
neutral,Dollar firm as Fed minutes likely to highlight policy divergence with peers
neutral,"Fiskars R , founded in 1649 , is one of the oldest companies in the world and is the largest manufacturer of lightweight stainless steel scissors in the U.S. ."
neutral,"Brokerage views on Tech Mahindra, Sesa Goa, United Spirits, PFC"
neutral,Man who sacked Steve Jobs has good words for Apple
neutral,Billionaire stake shakes Woolworths buyout of David Jones
neutral,"Shriram Transport Finance to raise Rs 1k crore via NCDs to meet lending, redemption requirements"
neutral,"ALEXANDRIA , Va. , Nov. 19 -- Erkki Aho , Elimaki , Finland , has developed a method and apparatus in conjunction with a shoe press ."
neutral,According to an  posted by the World Intellectual Property Organization : `` The present invention relates to hydrocarbons and particularly to the manufacture of hydrocarbon components suitable as aviation fuels or jet fuels and as blending stocks for aviation fuels .
neutral,Sterling steadies after biggest daily rise vs euro since 2009
neutral,Dhanlaxmi Bank board orders 3-year expenditure audit
neutral,"BSE, NSE to suspend share trading of non-compliant companies"
neutral,"As part of the reorganization , Kauko-Telko Ltd will be divided into Telko Ltd , Leipurin Ltd , Hamina Terminal Services Ltd and Kaukomarkkinat Ltd. ."
neutral,"The Group 's turnover in 2006 was EUR 39.2 million , and operating profit was EUR 3.9 million ."
neutral,"November 18, 2013: Mecklai Financial report on rupee"
neutral,"Pre-market: Nifty seen opening flat; may reclaim 7,800 levels"
neutral,Nifty's strong support seen at 5750 levels
neutral,A2Z Engg plans Rs 350-cr public issue
neutral,The plant would use palm oil certified by the Roundtable on Sustainable Palm Oil ( RSPO ) .
neutral,Sebi revamps secondary market advisory committee
neutral,Hyundai elevates R Sethuraman to board of directors
neutral,Expect Nifty to tread between 5950-6100 levels: Mitesh Thacker
neutral,"Wipro, Siemens to exit Nifty from Monday"
neutral,US dollar steady ahead of US Federal Reserve meeting
neutral,"February 5, 2014: Mecklai Financial report on rupee"
neutral,"`` As a part of the Eseries business promise , the Nokia E50 has been equipped with a variety of email solutions in a small and stylised package , '' said Dave Grannan , general manager , Enterprise Solutions , Nokia ."
neutral,Finnish paints and coatings company Tikkurila Oyj ( HEL : TIK1V ) announced today the launch of Tikkurila ProHouse method for protection of wooden surfaces via treatment with Ultra Pro waterborne products .
neutral," Apple announced a host of new subscription services during its event, including ad-free streaming TV service Apple TV+, gaming service Apple Arcade, and a paid news service AppleNews. Apple TV+ will include original content and be available in 100 countries this autumn, while pricing remains undisclosed. Apple Arcade will offer over "
neutral,"We serve a broad range of customers , including construction and process industries , shipyards , the public sector and households ."
neutral,Reliance Industries Ltd shares end flat after earnings
neutral,"Wives, daughters chip in to rescue listed companies in compliance with Sebi new norm"
neutral,Did FIIs get a whiff of the Daiichi sale?
neutral,"India, the third fastest growing investor in the US"
neutral,"He does not believe , however , that HKScan or Atria will start to use imported meat as Finnish consumers prefer domestic products ."
neutral,"Shreejit Mishra, two others quit HUL"
neutral,India Infoline Finance appoints Rajashree Nambiar as CEO
neutral,Sadbhav Infrastructure IPO subscribed by 2.24 times
neutral,The terms of the transactions remained undisclosed .
neutral,Santosh B Nayar new CEO & MD of IFCI
neutral,"In addition to software development , the new design unit will provide for mechanical engineering and electronics design ."
neutral,"The record date for dividend distribution is March 14 , 2008 ."
neutral,Oil steadies around $107 after Iran talks extended
neutral,4 ) Complete name of the shareholder : Otto Henrik Bernhard Nyberg 5 ) Further information : The amount of shares now transferred corresponds to 5.68 % of the total number of shares in Aspo Plc. .
neutral,Meher Pudumjee is the new Chairperson for CII-Pune
neutral,"It started with software that was capable of retrieving the data typed into the computer keyboard ( `` keyloggers '' ) , and then more complex mechanisms arrived on the scene , such as phishing and pharming ."
neutral,What happening in the oil market right now is 'unprecedented'
neutral,"February 28, 2014: Mecklai Financial report on rupee"
neutral,The Oxyview Pulse Oximeter is a common device to check patient blood-oxygen saturation level and pulse rate .
neutral,The value of the contract is about EUR 27mn .
neutral,"The offer of some 30 million shares aimed to raise more than  x20ac 500 million US$ 640 million , was expected to be completed by Oct. 9 , Outokumpu said ."
neutral,The value of the contract is in total USD12m .
neutral,Reforms push will hold good for the markets: Dhiraj Sachdev
neutral,"Don't read too much into market movements: Prashant Sharma, Max New York Life Insurance"
neutral,The adjustment measures will be carried out in phases to secure the delivery capability .
neutral,MCX paid Rs 709 crore to FTIL & group of companies: PwC report
neutral,RBL Bank to raise about Rs 500 cr from IPO in Q4 FY15
neutral,Aspo has also investigated the sales opportunities of Kaukomarkkinat 's electronics business .
neutral,Shuweihat 2 got under way in July 2008 when the project was awarded to desalination and power contractors .
neutral,"Q3 earnings: Idea Cellular, ONGC, BHEL, Biocon, L&T, Dr Reddy's"
neutral,RBI's rate cut: More money may chase fixed income products now
neutral,"Also , a seven-year historic analysis is provided for these markets ."
neutral,"The copying , republication or redistribution of AFX News Content , including by framing or similar means , is expressly prohibited without the prior written consent of AFX News ."
neutral,Govt should follow 25% public holding rule for PSUs: Sebi
neutral,"Simmons Elected DCUC Chairman PORTSMOUTH , N.H.-Gordon A. Simmons , CEO of Service Credit Union , has been elected chairman of the Defense Credit Union Council for the 2007-2008 term ."
neutral,China keeps investors on edge: Is it 2008 again?
neutral,- Counter your competitor 's strengths and target their weaknesses .
neutral,Asian stocks mixed after Wall Street records
neutral,Standard Chartered appoints former SBI chief OP Bhatt as board member
neutral,HUL VS GSK Consumer health: Why holding back may be wiser
neutral,EGoM may fix upper price band for CIL IPO at Rs 240 a share
